doc_id,genre,strategy,num_chunks,avg_chunk_sentences,mean_isd,mean_ibi,document_gpc,document_cma,document_cdf
1801.05147,scientific,GoldSection,20,12.95,0.2987633952172473,0.16869159191846847,0.45566718445293314,0.7911461234092713,0.6294377587885811
1801.05147,scientific,Fixed-128,40,6.475,0.32329632887849585,0.15908555835485458,0.4589598587386588,0.7644997850060463,0.5955611434419218
1801.05147,scientific,Fixed-256,22,12.136363636363637,0.29018205687911675,0.11448530581864444,0.4323494396284161,0.8125757764686238,0.6368495750862405
1801.05147,scientific,Fixed-512,12,23.0,0.25836078240536153,0.10090117653210957,0.4173983932901482,0.8269708553949991,0.6986033119892786
1801.05147,scientific,Recursive-256,35,7.4,0.44906330325507693,0.1982123477118356,0.5001630677163762,0.7587518896375384,0.5982200903815598
1801.05147,scientific,Semantic-75,66,3.9242424242424243,0.5767183533532785,0.2753056373560067,0.5595807415761732,0.6820282954158206,0.5656777112477226
1801.05147,scientific,RandomMatched,20,12.95,0.3284020940773189,0.16157649755477904,0.45819507138569354,0.7548095524311066,0.6246831342915821
1801.05147,scientific,ShuffledNull,20,12.95,0.2102973693283275,0.11859042346477508,0.4091758713574101,0.6424631685018539,0.6784099158022061
1811.00383,scientific,GoldSection,11,10.181818181818182,0.4355534781193869,0.14992270415479486,0.4811895411623913,0.7807794348760084,0.6314762386738986
1811.00383,scientific,Fixed-128,17,6.647058823529412,0.4066639691591263,0.13458313135539784,0.4694483486080006,0.8034034862237818,0.6104201278210627
1811.00383,scientific,Fixed-256,9,12.777777777777779,0.3485681794894238,0.09722678860028584,0.442532236768703,0.8397585219807095,0.6946402042848212
1811.00383,scientific,Fixed-512,5,23.6,0.3154408751986921,0.05380735993385315,0.4160193347353705,0.8387471199035644,0.7818635342021776
1811.00383,scientific,Recursive-256,15,7.466666666666667,0.425732863911738,0.16159571409225465,0.4847053469575817,0.7894441862901052,0.6099702704040819
1811.00383,scientific,Semantic-75,29,3.8620689655172415,0.6204965390369862,0.2491173569498391,0.5682487378769028,0.7529527041418799,0.5429503039541608
1811.00383,scientific,RandomMatched,11,10.181818181818182,0.42669013083319773,0.15109888531944968,0.480039564746051,0.8358928019350226,0.6301157930423412
1811.00383,scientific,ShuffledNull,11,10.181818181818182,0.35443225471218204,0.10605151815847917,0.44059163101155857,0.716576874256134,0.6688864367084136
1909.09067,scientific,GoldSection,9,12.333333333333334,0.35346262534666395,0.13359730773501927,0.45908045814205595,0.8554933137363858,0.6468903101591746
1909.09067,scientific,Fixed-128,19,6.105263157894737,0.3482673597080927,0.13802472384352432,0.45855070753263805,0.7982548475265503,0.5958868242265289
1909.09067,scientific,Fixed-256,10,11.5,0.3370850168168545,0.10770218372344971,0.4434294249812934,0.8648871600627899,0.6529740816322376
1909.09067,scientific,Fixed-512,6,20.166666666666668,0.3186552570356677,0.0869748592376709,0.428924942156295,0.8660321136315664,0.7229791772775153
1909.09067,scientific,Recursive-256,15,7.4,0.3743665648934742,0.13818194468816122,0.4654888405632239,0.8103968222935994,0.6065542040424362
1909.09067,scientific,Semantic-75,29,3.8275862068965516,0.6233295193985747,0.2793961002908904,0.5742332955910309,0.7456679488050526,0.5708613355771939
1909.09067,scientific,RandomMatched,9,12.333333333333334,0.3094610667580532,0.12787805332077873,0.44335772385144795,0.8295868502722846,0.6567675830844034
1909.09067,scientific,ShuffledNull,9,12.333333333333334,0.24021601162126494,0.10702507694562276,0.4132988322213485,0.5932817823357053,0.6834119904824315
1704.06194,scientific,GoldSection,15,12.333333333333334,0.36097206302608054,0.12426647146542867,0.45726710645473134,0.8106503089269003,0.6527228898296575
1704.06194,scientific,Fixed-128,32,5.8125,0.3810647390819213,0.12536990828812122,0.4623321327249886,0.7873465120792389,0.6102521665408265
1704.06194,scientific,Fixed-256,17,11.235294117647058,0.34924027986605377,0.08925541709451114,0.4393824907748094,0.8334524947054246,0.663067365303146
1704.06194,scientific,Fixed-512,10,19.5,0.3245937110856175,0.08166548609733582,0.42914132600734733,0.8559528291225433,0.7126045578348721
1704.06194,scientific,Recursive-256,26,7.115384615384615,0.36698244941922337,0.13976887785471404,0.4646737011183679,0.7911580869784722,0.6154652017274981
1704.06194,scientific,Semantic-75,47,3.9361702127659575,0.7072937096545889,0.30407469259931685,0.6144230442999156,0.7266986167177241,0.5667159702759971
1704.06194,scientific,RandomMatched,15,12.333333333333334,0.4480376626054446,0.14373761614163716,0.4790745415869933,0.820473849773407,0.6484972236510365
1704.06194,scientific,ShuffledNull,15,12.333333333333334,0.262734666482235,0.08653211990992228,0.4124187524623399,0.6488426089286804,0.6879707856402474
1909.00512,scientific,GoldSection,24,7.291666666666667,0.43435090371773794,0.1274433694779873,0.4778395023407015,0.7928204387426376,0.6340269636552697
1909.00512,scientific,Fixed-128,30,5.866666666666666,0.38643735892837866,0.10426789124806722,0.4562967875523283,0.7718185861905416,0.6307562113744417
1909.00512,scientific,Fixed-256,16,11.3125,0.3728760695667006,0.08109762892127037,0.44323162416196865,0.8188686221837997,0.6887837820536196
1909.00512,scientific,Fixed-512,9,20.77777777777778,0.35682185139093137,0.05659275584750705,0.4291960535326165,0.8331015374925401,0.7655466977900696
